0, 0
0.005, 0.028904
0.01, 0.05779
0.015, 0.086721
0.02, 0.11543
0.025, 0.144234
0.03, 0.173099
0.035, 0.201847
0.04, 0.230463
0.045, 0.259237
0.05, 0.282351
0.055, 0.310647
0.06, 0.33936
0.065, 0.367751
0.07, 0.396191
0.075, 0.42973
0.08, 0.457817
0.085, 0.485979
0.09, 0.512264
0.095, 0.465418
0.1, 0.48832
0.105, 0.482705
0.11, 0.479389
0.115, 0.482348
0.12, 0.488834
0.125, 0.464775
0.13, 0.446658
0.135, 0.456285
0.14, 0.4385
0.145, 0.426347
0.15, 0.426943
0.155, 0.432139
0.16, 0.42723
0.165, 0.419027
0.17, 0.410201
0.175, 0.408397
0.18, 0.399913
0.185, 0.394593
0.19, 0.395117
0.195, 0.387659
0.2, 0.372881
0.205, 0.38044
0.21, 0.369198
0.215, 0.367977
0.22, 0.358962
0.225, 0.357036
0.23, 0.353995
0.235, 0.347795
0.24, 0.334915
0.245, 0.33593
0.25, 0.327941
0.255, 0.324658
0.26, 0.321371
0.265, 0.313535
0.27, 0.309722
0.275, 0.301251
0.28, 0.300893
0.285, 0.296535
0.29, 0.292808
0.295, 0.282352
0.3, 0.279708
0.305, 0.27186
0.31, 0.270978
0.315, 0.264371
0.32, 0.259528
0.325, 0.257118
0.33, 0.251578
0.335, 0.249326
0.34, 0.245046
0.345, 0.236796
0.35, 0.2411
0.355, 0.229676
0.36, 0.227101
0.365, 0.216771
0.37, 0.221634
0.375, 0.214728
0.38, 0.208852
0.385, 0.20567
0.39, 0.206194
0.395, 0.200715
0.4, 0.19672
0.405, 0.188317
0.41, 0.183111
0.415, 0.180206
0.42, 0.178158
0.425, 0.17043
0.43, 0.172024
0.435, 0.170689
0.44, 0.161583
0.445, 0.156375
0.45, 0.15821
0.455, 0.148735
0.46, 0.147615
0.465, 0.141106
0.47, 0.145435
0.475, 0.137485
0.48, 0.134966
0.485, 0.129017
0.49, 0.129518
0.495, 0.125343
0.5, 0.121984
0.505, 0.116964
0.51, 0.110449
0.515, 0.108948
0.52, 0.108707
0.525, 0.106498
0.53, 0.104601
0.535, 0.097619
0.54, 0.09627
0.545, 0.094172
0.55, 0.092698
0.555, 0.084586
0.56, 0.08406
0.565, 0.081781
0.57, 0.07917
0.575, 0.08098
0.58, 0.076941
0.585, 0.073461
0.59, 0.068965
0.595, 0.066106
0.6, 0.064242
0.605, 0.061577
0.61, 0.059748
0.615, 0.057216
0.62, 0.059763
0.625, 0.052373
0.63, 0.050971
0.635, 0.050733
0.64, 0.046448
0.645, 0.047902
0.65, 0.04534
0.655, 0.040098
0.66, 0.042348
0.665, 0.036088
0.67, 0.036985
0.675, 0.034337
0.68, 0.034579
0.685, 0.033
0.69, 0.030727
0.695, 0.028595
0.7, 0.026882
0.705, 0.025759
0.71, 0.026259
0.715, 0.022766
0.72, 0.02266
0.725, 0.022316
0.73, 0.020247
0.735, 0.019353
0.74, 0.019286
0.745, 0.01708
0.75, 0.017538
0.755, 0.017029
0.76, 0.016077
0.765, 0.015565
0.77, 0.013094
0.775, 0.01224
0.78, 0.012123
0.785, 0.011457
0.79, 0.011395
0.795, 0.009303
0.8, 0.008659
0.805, 0.008186
0.81, 0.008254
0.815, 0.007074
0.82, 0.006043
0.825, 0.005155
0.83, 0.005447
0.835, 0.004565
0.84, 0.003754
0.845, 0.003408
0.85, 0.003154
0.855, 0.00367
0.86, 0.002713
0.865, 0.003483
0.87, 0.001994
0.875, 0.002002
0.88, 0.00167
0.885, 0.001698
0.89, 0.001072
0.895, 0.001465
0.9, 0.001332
0.905, 0.001121
0.91, 0.000896
0.915, 0.000707
0.92, 0.000623
0.925, 0.000564
0.93, 0.000354
0.935, 0.00029
0.94, 0.000117
0.945, 0.000197
0.95, 8.6e-05
0.955, 1.3e-05
0.96, 1.6e-05
0.965, 1e-06
0.97, 1e-05
0.975, 0
0.98, 4e-06
0.985, 0
0.99, 0
0.995, 0
