0, 0
0.005, 0.021392
0.01, 0.042742
0.015, 0.063961
0.02, 0.085365
0.025, 0.105883
0.03, 0.126601
0.035, 0.145179
0.04, 0.165824
0.045, 0.18933
0.05, 0.189731
0.055, 0.157199
0.06, 0.159019
0.065, 0.153694
0.07, 0.148021
0.075, 0.147469
0.08, 0.149686
0.085, 0.144647
0.09, 0.137366
0.095, 0.14222
0.1, 0.133843
0.105, 0.128115
0.11, 0.128947
0.115, 0.129852
0.12, 0.12778
0.125, 0.12855
0.13, 0.127375
0.135, 0.117827
0.14, 0.118868
0.145, 0.113376
0.15, 0.112951
0.155, 0.115543
0.16, 0.109458
0.165, 0.108609
0.17, 0.104873
0.175, 0.10686
0.18, 0.102601
0.185, 0.096372
0.19, 0.099231
0.195, 0.098143
0.2, 0.095922
0.205, 0.093392
0.21, 0.09221
0.215, 0.090631
0.22, 0.089783
0.225, 0.087448
0.23, 0.083362
0.235, 0.083793
0.24, 0.080037
0.245, 0.081499
0.25, 0.079571
0.255, 0.078382
0.26, 0.077508
0.265, 0.074186
0.27, 0.073846
0.275, 0.072981
0.28, 0.073579
0.285, 0.07015
0.29, 0.066962
0.295, 0.066958
0.3, 0.063761
0.305, 0.06422
0.31, 0.06018
0.315, 0.061537
0.32, 0.058028
0.325, 0.057259
0.33, 0.057646
0.335, 0.053848
0.34, 0.052673
0.345, 0.053937
0.35, 0.052229
0.355, 0.050869
0.36, 0.050048
0.365, 0.047766
0.37, 0.046068
0.375, 0.048163
0.38, 0.046467
0.385, 0.044962
0.39, 0.044815
0.395, 0.041357
0.4, 0.038574
0.405, 0.038306
0.41, 0.037989
0.415, 0.036956
0.42, 0.035511
0.425, 0.035328
0.43, 0.035146
0.435, 0.03334
0.44, 0.033324
0.445, 0.031548
0.45, 0.028488
0.455, 0.028548
0.46, 0.03017
0.465, 0.028158
0.47, 0.027059
0.475, 0.025774
0.48, 0.027893
0.485, 0.024979
0.49, 0.024103
0.495, 0.021135
0.5, 0.023221
0.505, 0.024169
0.51, 0.0214
0.515, 0.021672
0.52, 0.019162
0.525, 0.021086
0.53, 0.019894
0.535, 0.019035
0.54, 0.019718
0.545, 0.017575
0.55, 0.017154
0.555, 0.016402
0.56, 0.016042
0.565, 0.014773
0.57, 0.015786
0.575, 0.014205
0.58, 0.012827
0.585, 0.012677
0.59, 0.011336
0.595, 0.011536
0.6, 0.012628
0.605, 0.011414
0.61, 0.01071
0.615, 0.009494
0.62, 0.009996
0.625, 0.008422
0.63, 0.008845
0.635, 0.008655
0.64, 0.007952
0.645, 0.008129
0.65, 0.007801
0.655, 0.006226
0.66, 0.006908
0.665, 0.006467
0.67, 0.00578
0.675, 0.005352
0.68, 0.005124
0.685, 0.004562
0.69, 0.00474
0.695, 0.004379
0.7, 0.003973
0.705, 0.004458
0.71, 0.003992
0.715, 0.00346
0.72, 0.003609
0.725, 0.003444
0.73, 0.003233
0.735, 0.002614
0.74, 0.002684
0.745, 0.002826
0.75, 0.002603
0.755, 0.00258
0.76, 0.001993
0.765, 0.00236
0.77, 0.001949
0.775, 0.001872
0.78, 0.001622
0.785, 0.001513
0.79, 0.001558
0.795, 0.00183
0.8, 0.00133
0.805, 0.001078
0.81, 0.001313
0.815, 0.001442
0.82, 0.00109
0.825, 0.001109
0.83, 0.000866
0.835, 0.001037
0.84, 0.000776
0.845, 0.000831
0.85, 0.000716
0.855, 0.000608
0.86, 0.000503
0.865, 0.000447
0.87, 0.000345
0.875, 0.000323
0.88, 0.000285
0.885, 0.000248
0.89, 0.000159
0.895, 0.000135
0.9, 0.000146
0.905, 0.000175
0.91, 0.000143
0.915, 0.000132
0.92, 9.4e-05
0.925, 5.2e-05
0.93, 3.4e-05
0.935, 4e-05
0.94, 1.9e-05
0.945, 7e-06
0.95, 9e-06
0.955, 8e-06
0.96, 0
0.965, 3e-06
0.97, 2e-06
0.975, 0
0.98, 0
0.985, 0
0.99, 0
0.995, 0
