0, 0
0.005, 0.023917
0.01, 0.047866
0.015, 0.0717277
0.02, 0.095603
0.025, 0.1195
0.03, 0.143336
0.035, 0.167235
0.04, 0.191058
0.045, 0.214643
0.05, 0.238269
0.055, 0.260456
0.06, 0.283981
0.065, 0.307558
0.07, 0.330848
0.075, 0.355604
0.08, 0.378948
0.085, 0.40222
0.09, 0.424071
0.095, 0.447156
0.1, 0.466415
0.105, 0.462584
0.11, 0.464933
0.115, 0.468385
0.12, 0.45028
0.125, 0.458894
0.13, 0.448585
0.135, 0.443631
0.14, 0.435395
0.145, 0.434018
0.15, 0.426709
0.155, 0.423604
0.16, 0.417109
0.165, 0.415918
0.17, 0.404383
0.175, 0.400182
0.18, 0.398638
0.185, 0.392272
0.19, 0.388385
0.195, 0.382575
0.2, 0.377011
0.205, 0.372472
0.21, 0.366856
0.215, 0.359231
0.22, 0.35871
0.225, 0.354777
0.23, 0.348098
0.235, 0.341412
0.24, 0.33653
0.245, 0.332178
0.25, 0.328299
0.255, 0.322432
0.26, 0.318789
0.265, 0.313997
0.27, 0.310791
0.275, 0.303364
0.28, 0.299033
0.285, 0.296402
0.29, 0.290557
0.295, 0.286502
0.3, 0.282187
0.305, 0.275132
0.31, 0.270791
0.315, 0.267539
0.32, 0.261547
0.325, 0.254898
0.33, 0.253423
0.335, 0.248739
0.34, 0.24585
0.345, 0.241271
0.35, 0.237504
0.355, 0.23152
0.36, 0.225105
0.365, 0.222943
0.37, 0.218507
0.375, 0.214997
0.38, 0.209896
0.385, 0.207426
0.39, 0.202982
0.395, 0.198351
0.4, 0.194665
0.405, 0.187819
0.41, 0.18772
0.415, 0.18194
0.42, 0.178848
0.425, 0.175032
0.43, 0.16929
0.435, 0.166454
0.44, 0.16244
0.445, 0.160642
0.45, 0.153085
0.455, 0.153311
0.46, 0.149117
0.465, 0.147715
0.47, 0.14266
0.475, 0.136121
0.48, 0.134939
0.485, 0.132517
0.49, 0.128379
0.495, 0.124478
0.5, 0.122921
0.505, 0.119048
0.51, 0.113609
0.515, 0.112033
0.52, 0.106948
0.525, 0.10904
0.53, 0.103113
0.535, 0.0990117
0.54, 0.0969883
0.545, 0.0930653
0.55, 0.089255
0.555, 0.0862477
0.56, 0.084725
0.565, 0.0823867
0.57, 0.0808367
0.575, 0.077786
0.58, 0.078386
0.585, 0.073213
0.59, 0.0705257
0.595, 0.0653297
0.6, 0.0647177
0.605, 0.0649307
0.61, 0.059956
0.615, 0.059288
0.62, 0.0584657
0.625, 0.0542773
0.63, 0.0536917
0.635, 0.0511827
0.64, 0.0495447
0.645, 0.047796
0.65, 0.0464473
0.655, 0.0428323
0.66, 0.0416657
0.665, 0.0394393
0.67, 0.0384137
0.675, 0.0364997
0.68, 0.0351593
0.685, 0.033268
0.69, 0.0312273
0.695, 0.028166
0.7, 0.027382
0.705, 0.0253417
0.71, 0.0249703
0.715, 0.0240597
0.72, 0.0228843
0.725, 0.0218607
0.73, 0.0205587
0.735, 0.0188483
0.74, 0.0178323
0.745, 0.017701
0.75, 0.0158933
0.755, 0.016149
0.76, 0.0158807
0.765, 0.0134233
0.77, 0.0129267
0.775, 0.01211
0.78, 0.010948
0.785, 0.0101517
0.79, 0.00902067
0.795, 0.008121
0.8, 0.00775367
0.805, 0.00743
0.81, 0.007018
0.815, 0.00543133
0.82, 0.005881
0.825, 0.00518033
0.83, 0.00517133
0.835, 0.00453433
0.84, 0.00404133
0.845, 0.00363233
0.85, 0.00310033
0.855, 0.00293533
0.86, 0.00258867
0.865, 0.00249833
0.87, 0.00202633
0.875, 0.00180367
0.88, 0.001863
0.885, 0.001214
0.89, 0.00133133
0.895, 0.00108533
0.9, 0.00117467
0.905, 0.000847
0.91, 0.000726
0.915, 0.000469667
0.92, 0.000658
0.925, 0.000296667
0.93, 0.000378333
0.935, 0.000238333
0.94, 0.000222667
0.945, 0.000170333
0.95, 7.56667e-05
0.955, 7.03333e-05
0.96, 1.2e-05
0.965, 2.4e-05
0.97, 6e-06
0.975, 1.76667e-05
0.98, 0
0.985, 1.06667e-05
0.99, 0
0.995, 0
